location_name	total_population	total_urban_pop
hateg	14.764000	0.009000
hatera	14.287000	0.010000
haterk	5.548000	0.006000
hatteras	0.701000	0.000000
hattfjelldal	0.163000	0.000000
hatthigiripura	22.488000	0.012000
hatun_kanar	30.353000	0.000000
hatun_killaka	23.113000	0.000000
hatun_xauxa	28.866000	0.000000
hatunllacta	10.099000	0.000000
hatunqulla	77.310000	10.991000
hatunsaray	5.356000	0.071000
haugalandet	4.947000	0.016000
haungtharaw	4.637000	0.004000
hauraki	0.463000	0.000000
havaii	1.910000	0.000000
havasu	0.701000	0.000000
havasubaaja	0.436000	0.000000
havelberg	13.839000	0.001000
haveri	74.011000	0.012000
havero	1.314000	0.008000
hawaastatkiicu	0.701000	0.000000
hawoben	0.581000	0.000000
hawraman	4.965000	0.008000
haya	15.714000	0.000000
hayami	23.108000	0.005000
haylan	7.234000	0.016000
haymana	8.573000	0.072000
haynay	0.940000	0.000000
hayq	9.364000	0.212000
hayrabolu	11.563000	0.011000
hays	77.077000	0.223000
hazarasp	29.925000	0.001000
hazaribagh	87.157000	0.000000
hazelton	0.701000	0.000000
hazro	15.742000	0.000000
he_sapa	0.420000	0.000000
headdhetanwan	0.420000	0.000000
hebin	13.151000	0.004000
hebron	19.466000	0.009000
heby	7.940000	0.009000
hechi	6.665000	0.003000
hede	0.117000	0.000000
hedemora	4.913000	0.009000
hedesunda	5.011000	0.009000
hedingham	22.906000	0.000000
hedmarksvidda	1.010000	0.008000
hedong	63.795000	0.004000
heeyoteyoo	0.420000	0.000000
hefei	61.788000	0.004000
hehe	51.640000	0.004000
hehvaitaneo	0.420000	0.000000
heide	20.748000	0.004000
heidelberg	20.488000	3.198000
heidenheim	9.372000	0.010000
heilbronn	16.446000	0.022000
heiligenhafen	17.329000	0.000000
heiltsuk	0.212000	0.000000
heinjoki	0.583000	0.000000
heinola	0.997000	0.000000
heinsberg	20.313000	0.007000
heishui	14.115000	0.004000
heizhang	3.710000	0.004000
hejian	32.860000	0.004000
hejiang	34.549000	0.004000
hejin	34.393000	0.004000
hekikai	53.536000	0.030000
helfenstein	5.285000	0.000000
hellin	8.327000	0.008000
helmond	13.715000	0.012000
helmstedt	28.050000	0.012000
helong	2.738000	0.011000
helsingborg	18.818000	0.009000
helsinge	3.940000	0.009000
helsingor	31.124000	0.008000
hemang	30.976000	0.000000
hemtine	40.365000	0.000000
hendijan	5.217000	0.007000
henei	53.493000	0.004000
hengshan	45.249000	0.004000
hengshui	25.891000	0.004000
hengyang	62.384000	0.004000
heni	4.643000	0.000000
henley	18.682000	0.000000
hennebont	27.786000	0.000000
heoryeong	31.544000	0.024000
hepa	0.106000	0.000000
heping	10.111000	0.004000
hepu	36.073000	0.004000
heqing	5.100000	0.004000
hequ	47.583000	0.004000
hequ_wuding	10.312000	0.004000
herat	6.699000	0.859000
hereford	9.749000	0.000000
heretaunga	1.855000	0.000000
hereti	6.597000	0.006000
heris	10.532000	0.006000
herjolfsnes	0.061000	0.000000
hermagor	13.134000	0.003000
herment	42.387000	0.000000
herrera	16.340000	0.008000
hersfeld	7.333000	0.021000
hertford	26.702000	0.000000
hertogenbosch	36.883000	1.882000
herzberg	12.914000	0.002000
herzfelde	16.502000	0.002000
hesdin	13.230000	0.009000
heshui	19.840000	0.004000
heshun	17.719000	0.004000
hessequa	0.019000	0.000000
hetu_ala	7.115000	0.037000
heungyang	7.337000	0.009000
heves	22.703000	0.008000
heviksnipahis	0.420000	0.000000
hewanorra	1.076000	0.000000
hexham	13.554000	0.000000
heyang	4.036000	0.003000
heyang_xian	44.807000	0.004000
heyuan	6.962000	0.004000
hezhong	24.498000	0.004000
hezhou	11.823000	0.004000
hezhou_he	30.608000	0.004000
hiambouli	13.433000	0.009000
hicayagua	2.066000	0.000000
hidaka	27.027000	0.005000
hienatiemi	0.097000	0.000000
hienuki	27.010000	0.015000
hieraniony	10.852000	0.020000
higashikanbara	13.259000	0.005000
higashikubiki	22.979000	0.005000
higashimatsuura	22.288000	0.015000
higashimuro	26.292000	0.005000
higashiokitama	12.231000	0.005000
higashisonogi	22.679000	0.005000
higashiusuki	22.157000	0.015000
hijli	224.086000	0.019000
hikami	47.042000	0.010000
hiki	51.001000	0.010000
hildburghausen	24.139000	0.008000
hildesheim	27.386000	0.029000
hill_nomlaki	0.701000	0.000000
hillah	26.498000	0.004000
hilo	16.670000	0.000000
himba	1.357000	0.000000
himologan	1.245000	0.000000
himuris	1.262000	0.018000
hinai	25.198000	0.005000
hinglaj	5.557000	0.009000
hingoog	1.203000	0.000000
hinis	13.886000	0.001000
hino	17.227000	0.005000
hinono_ei	0.701000	0.000000
hinsepu	0.701000	0.000000
hinthada	54.251000	0.004000
hinyaa	0.280000	0.000000
hinyankaga	0.420000	0.000000
hipalan	1.954000	0.000000
hiraka_aomori	27.273000	0.005000
hirmata	7.687000	0.008000
hiroo	0.110000	0.000000
hirson	19.468000	0.009000
hisar	93.992000	0.000000
hishikari	10.529000	0.015000
hisiometaneo	0.280000	0.000000
hissar	24.701000	0.001000
hisse_yoyi_yoe	0.420000	0.000000
histahayo	0.420000	0.000000
hit	11.797000	0.010000
hita	22.589000	0.015000
hitchauta	3.456000	0.015000
hitchiti	2.456000	0.015000
hitu	0.423000	0.000000
hiva_oa	0.380000	0.000000
hiw	80.344000	0.009000
hiwasee	4.962000	0.016000
hiyama	28.877000	0.005000
hiyama_hokkaido	0.146000	0.000000
hizan	8.307000	0.001000
hjo	4.793000	0.008000
hjorring	12.309000	0.008000
hkamti	5.704000	0.000000
hlahlandlela	21.314000	0.000000
hlohovec	22.910000	0.008000
hlucin	6.954000	0.000000
hlukhiv	12.893000	0.008000
hlusk	5.555000	0.000000
hlybokaye	15.879000	0.018000
hlynne	2.500000	0.000000
hmawbi	82.660000	0.003000
hnahnu	32.015000	0.000000
ho_bay	0.561000	0.000000
hoa	1.892000	0.000000
hoachanas	1.421000	0.000000
hoan_chau	17.885000	0.006000
hoboksar	3.921000	0.008000
hoborg	4.435000	0.008000
hobyo	6.928000	0.007000
hocabail	79.170000	0.018000
hochelaga	0.677000	0.000000
hochob	23.227000	0.018000
hocking	1.711000	0.000000
hodod	13.188000	0.008000
hodonin	43.144000	0.017000
hoengcheon	4.631000	0.004000
hoengeiqua	0.076000	0.000000
hoeyang	9.865000	0.004000
hof	21.915000	0.038000
hofgeismar	15.782000	0.009000
hogdal	1.216000	0.008000
hogehege	3.456000	0.015000
hogohega	1.458000	0.016000
hohenberg	8.950000	0.009000
hoi	47.525000	0.010000
hoifa	20.652000	0.013000
hoilkut	0.701000	0.000000
hokah	0.920000	0.000000
holar	2.048000	0.019000
holeylan	5.628000	0.008000
holic	17.815000	0.008000
hollabrunn	19.081000	0.016000
hollola	2.083000	0.009000
holmur	1.014000	0.009000
holstebro_lundenes	10.672000	0.008000
holtalen	1.989000	0.046000
holzminden	25.396000	0.015000
hom	0.030000	0.000000
homalco	0.265000	0.000000
hombori	7.303000	0.017000
hometwoli	0.790000	0.000000
hominka	0.212000	0.000000
homs	33.198000	0.013000
honaz	7.744000	0.000000
hondosaka	5.146000	0.000000
hong_chau	69.197000	0.007000
hongcheon	5.308000	0.004000
hongju	6.116000	0.009000
hongsa	27.813000	0.008000
hongshui	30.411000	0.004000
hongtong	120.469000	0.004000
hongxian	25.150000	0.004000
hongyuan	3.630000	0.004000
honih_hiyo_he	0.280000	0.000000
honnavara	51.916000	0.010000
hont	24.272000	0.008000
hoorn	26.701000	0.008000
hopatcong	1.851000	0.000000
horb	14.803000	0.007000
horicon	1.560000	0.000000
horki	9.282000	0.006000
hormuz	7.958000	4.241000
horn	20.041000	0.011000
hornborg	5.757000	0.008000
horodnia	12.282000	0.055000
horodok	6.142000	0.014000
horodyshche	6.322000	0.002000
horoshino	5.938000	0.003000
horsh_aiken	1.366000	0.000000
horstmar	30.538000	0.004000
hosap	3.712000	0.009000
hoshangabad	110.548000	0.000000
hoskitaga	0.140000	0.000000
hoskote	50.944000	0.000000
hostoticpac	3.851000	0.017000
hostotipaquillo	5.579000	0.000000
hot	9.203000	0.000000
hot_springs	0.701000	0.000000
hotalich	14.316000	0.009000
hotin	8.810000	0.008000
hotoanaohe	0.420000	0.000000
hottah_ti	0.159000	0.000000
houguan	73.356000	0.004000
houma	1.458000	0.016000
houmi	20.582000	0.010000
hounde	13.737000	0.016000
houtunqua	1.362000	0.000000
hoveyzeh	3.003000	0.008000
hovtva	3.567000	0.000000
hoxter	10.164000	0.060000
hoya	23.557000	0.022000
hoyerswerda	11.197000	0.001000
hoyu_ao_he	0.561000	0.000000
hpa_an	4.646000	0.004000
hradec_kralove	53.689000	0.013000
hradiste	42.090000	0.012000
hryshyne	2.983000	0.006000
hsenwi	10.365000	0.031000
hsipaw	12.911000	0.039000
htamanthi	14.403000	0.000000
htigyaing	6.572000	0.000000
htilin	10.879000	0.004000
huacareta	32.435000	0.000000
huacatambo	66.179000	0.022000
huacheng	4.974000	0.004000
huachi	24.548000	0.004000
huacrachuco	14.438000	0.000000
huafeng	45.729000	0.004000
huaian	19.428000	0.004000
huaihua	26.559000	0.004000
huaiji	44.373000	0.003000
huailai	28.900000	0.004000
huaining	85.476000	0.004000
huairen	54.609000	0.004000
huairou	32.092000	0.004000
huaiyuan	41.334000	0.004000
huaiyuan_mizhi	42.308000	0.004000
huaiyuan_rongzhou	25.393000	0.004000
huajuapan	20.020000	0.018000
huajuco	2.057000	0.000000
hualahuises	4.267000	0.000000
huallumarca	26.180000	0.000000
huaman_karpa	47.348000	2.549000
huamanpata	2.983000	0.019000
huambo	12.079000	0.000000
huambos	37.255000	0.000000
huamelula	26.693000	0.018000
huamual	0.488000	0.000000
huanacache	2.425000	0.000000
huancachaca	2.511000	0.019000
huancapampa	53.141000	0.000000
huandacareo	17.454000	0.018000
huangan	73.438000	0.004000
huangcaoba	10.048000	0.004000
huanggang	129.655000	0.004000
huanglong	24.474000	0.004000
huangmei	68.846000	0.004000
huangpi	78.407000	0.004000
huangping	7.803000	0.004000
huangxian	96.536000	0.004000
huangyan	156.296000	0.004000
huantajaya	4.444000	0.000000
huanzhou	1.128000	0.004000
huanzhou_qingyang	36.069000	0.004000
huarco	43.180000	2.552000
huari	6.774000	0.000000
huarmey	26.872000	0.008000
huarochiri	39.258000	0.019000
huarong	49.122000	0.004000
huasco	16.188000	0.000000
huatabampo	5.491000	0.000000
huating	637.299000	0.004000
huating_pingliang	8.898000	0.004000
huaxcama	71.426000	0.000000
huaxtepec	75.983000	0.048000
huaxtla	4.744000	0.018000
huayacocotla	34.405000	0.048000
huayin	21.757000	0.004000
huaying	3.123000	0.004000
huayuan	46.670000	0.004000
huayuantou	10.062000	0.004000
huazhou	23.504000	0.004000
hubek	9.257000	0.006000
hubli	56.310000	0.008000
hucha_hudan	0.159000	0.000000
hudaida	76.552000	0.106000
hudiksvall	2.960000	0.009000
hudur	17.442000	0.007000
hue_hue_ri_gi_ta	1.632000	0.000000
huedin	21.939000	0.009000
huehuetan	68.597000	0.018000
huelva	5.654000	0.188000
huesca	16.268000	1.980000
huescar	17.111000	0.008000
huete	16.978000	0.016000
huexotzinco	40.006000	0.000000
huguan	15.444000	0.004000
huhuhla	1.180000	0.017000
huian	51.375000	0.004000
huichang	37.926000	0.004000
huicheon	21.062000	0.004000
huichuan	25.611000	0.004000
huichuan_dechang	17.080000	0.004000
huifacheng	29.230000	0.038000
huihe	10.498000	0.004000
huilai	40.507000	0.004000
huili	14.849000	0.004000
huiqi	87.187000	0.004000
huista	5.939000	0.000000
huitong	26.560000	0.004000
huitzquilic	2.975000	0.048000
huixian	52.809000	0.004000
huizhou	15.545000	0.004000
huizhou_gongchang	27.845000	0.004000
huju	23.197000	0.012000
hukawng	2.373000	0.000000
hukou	9.732000	0.004000
hulagan	14.614000	0.000000
hulan	35.906000	0.004000
hulawen	24.173000	0.004000
hulbuk	14.343000	0.001000
huliaipole	3.439000	0.006000
hulin	11.988000	0.004000
hull	20.136000	0.000000
hulst	16.824000	0.005000
hulu_baram	4.458000	0.000000
hulu_barito	2.375000	0.000000
hulu_jelai	1.273000	0.000000
hulu_kahayan	2.406000	0.000000
hulu_kapuas	1.904000	0.000000
hulu_kinabatangan	2.443000	0.000000
hulu_labuk	1.830000	0.007000
hulu_lamandau	2.028000	0.000000
hulu_limbang	2.197000	0.014000
hulu_mahakam	2.281000	0.007000
hulu_melawai	2.153000	0.000000
hulu_mendawai	1.775000	0.000000
hulu_mentaya	2.461000	0.000000
hulu_mesuji	5.012000	0.007000
hulu_musi	1.508000	0.007000
hulu_padas	3.148000	0.014000
hulu_paser	1.604000	0.007000
hulu_pawan	3.242000	0.005000
hulu_sambas	2.174000	0.007000
hulu_segama	1.349000	0.007000
hulu_sembakung	2.300000	0.000000
hulu_seruyan	1.760000	0.000000
hulu_telen	1.887000	0.007000
hulun	23.186000	0.002000
hum	2.394000	0.000000
humadea	19.719000	0.000000
humar	4.399000	0.004000
humati	3.141000	0.016000
humbe	4.399000	0.000000
humbokado	0.701000	0.000000
humcumqua	0.045000	0.000000
humenne	19.704000	0.008000
huncun	8.334000	0.004000
hunedoara	19.639000	0.009000
hunfeld	19.830000	0.018000
hungry_horse	0.420000	0.000000
hunguy	5.883000	0.004000
huntingdon	22.146000	0.000000
hunucma	62.773000	0.018000
hunyuan	22.960000	0.004000
huolin	100.270000	0.002000
huolu	49.355000	0.004000
huoqiu	35.694000	0.004000
huoshan	18.089000	0.004000
huoyi	40.643000	0.004000
huozhu	11.255000	0.004000
hupenuu	0.561000	0.000000
huraydah	8.570000	0.021000
huriel	49.900000	0.009000
hurle	23.395000	0.004000
husavik	1.016000	0.009000
husaynabad	76.053000	0.003000
huseyinabad	6.839000	0.005000
husi	5.766000	0.009000
husinec	26.257000	0.015000
husum	27.943000	0.018000
hutayb	48.227000	0.125000
huth	69.523000	0.000000
hutton	0.212000	0.000000
huupalikooche	0.140000	0.000000
huwwarin	7.308000	0.008000
huxian	18.477000	0.004000
huysiyn	4.631000	0.004000
hvalsey	0.030000	0.000000
hvamstangi	1.016000	0.009000
hvittis	2.986000	0.008000
hvlan	22.679000	0.004000
hvolsvollur	4.944000	0.009000
hwaju	23.116000	0.023000
hwalbay	0.585000	0.000000
hwangju	17.252000	0.004000
hwasun	35.492000	0.009000
hymahi	3.960000	0.015000
hythe	20.124000	0.000000
hytop	4.631000	0.000000
ia	12.812000	0.004000
iagodnoie	0.157000	0.000000
iagorlic	4.830000	0.009000
iaguarauna	1.252000	0.000000
ialophaybo	2.205000	0.043000
iaremappo	11.759000	0.000000
iasi	12.802000	1.737000
iate	12.612000	0.000000
ibaje	3.190000	0.000000
ibalong	7.918000	0.007000
ibaraki	24.582000	0.005000
ibb	79.080000	0.228000
ibequa	0.013000	0.000000
ibi	22.299000	0.000000
ibicui	4.034000	0.000000
ibirapuita	3.073000	0.000000
ibiza	7.431000	0.008000
ibo	8.987000	0.000000
ibotirama	6.455000	0.000000
ibra	3.431000	0.007000
ibrahimabad	224.924000	0.000000
ibri	3.922000	0.004000
ibusuki	25.434000	0.010000
ica	35.102000	0.019000
icabaqua	4.239000	0.000000
icafui	1.430000	0.000000
icalo	4.401000	0.000000
ichagarh	119.879000	0.020000
icheda	0.157000	0.000000
icheon	13.449000	0.004000
ichera	0.157000	0.000000
ichihara	50.205000	0.010000
ichirouganaim	0.734000	0.000000
ichishi	23.908000	0.005000
ichisi	5.065000	0.015000
ichitki	8.775000	0.000000
ichnia	9.855000	0.022000
ichon	6.568000	0.004000
ichugan	26.431000	0.000000
ichukanai	1.989000	0.000000
ichuna	7.839000	0.000000
ichuveem	0.157000	0.000000
ickari_kitsu	0.280000	0.000000
idah	24.627000	0.016000
idanha	12.803000	0.008000
idar	147.296000	0.058000
idensalmi	0.194000	0.000000
ider	9.983000	0.004000
idjil	4.477000	0.000000
idkabue	6.414000	0.011000
idlib	15.572000	0.008000
idodomya	5.036000	0.000000
idre	0.214000	0.003000
idrinskoye	0.377000	0.000000
idy_sakhalin	1.394000	0.004000
ife	55.097000	4.563000
iferouane	12.502000	0.000000
ifni	8.399000	0.025000
ifrane	8.993000	0.000000
iga	42.438000	0.010000
igan	3.561000	0.045000
igaracu	2.298000	0.000000
igbo_ukwu	47.596000	4.563000
igboho	30.936000	0.016000
igdir	8.305000	0.004000
igiliz	14.278000	0.005000
igiugig	0.210000	0.000000
igli	3.981000	0.000000
igmu	0.420000	0.000000
igra	9.754000	0.032000
iguamuco	1.713000	0.000000
iguanacaera	1.976000	0.000000
iguape	2.613000	0.000000
iguazu	4.703000	0.000000
igumbi_andele	4.608000	0.000000
igushiq	0.210000	0.000000
ihara	34.412000	0.010000
ihkowom_iyo_he	0.280000	0.000000
ihosy	7.479000	0.000000
iichiilikaaashaashe	0.280000	0.000000
iiq	0.210000	0.000000
iisaxpuatahcheeaashe	0.280000	0.000000
iishi	17.806000	0.005000
ij_iran	2.425000	0.032000
ijathibe_wapta	0.318000	0.000000
ijebu_ode	40.737000	0.056000
ijnapuigosode	6.565000	0.000000
ika_nepa	0.157000	0.000000
ikab_ya	0.157000	0.000000
ikala	0.690000	0.000000
ikalamavony	6.770000	0.003000
ikalis	1.485000	0.009000
ikan	4.081000	0.001000
ikaria	1.681000	0.000000
ikaruga	48.897000	0.010000
ikeda	48.988000	0.010000
ikere	21.521000	0.000000
ikh_narttin_chuluu	2.652000	0.004000
iki_burul	2.307000	0.003000
iki_iki	6.030000	0.000000
ikjan	13.386000	0.010000
ikkatuluk	0.106000	0.000000
ikkeri	86.465000	0.016000
ikom	55.113000	0.000000
ikongo	7.867000	0.000000
ikongo_boa	33.581000	0.000000
ikorundu	43.147000	0.016000
ikosi	29.166000	0.016000
ikoyi	26.106000	0.016000
ikpeng	0.321000	0.000000
ikryanoye	6.116000	0.000000
iksa	1.397000	0.010000
ikuiapa	0.644000	0.000000
ilalumaala	1.082000	0.000000
ilam	5.793000	0.018000
ilambazar	216.787000	0.010000
ilan_hala	21.389000	0.004000
ilanbalyk	8.093000	0.001000
ilansky	0.671000	0.000000
ilanz	7.003000	0.003000
ilasi	4.363000	0.015000
ilchamu	19.104000	0.000000
ilek	3.956000	0.000000
iles_de_los	13.231000	0.000000
ilesa	29.139000	0.000000
ileza	1.916000	0.016000
ilgin	3.215000	0.005000
iliamna	0.210000	0.000000
ilibalyk	3.954000	0.001000
ilic	13.249000	0.001000
ilimo	10.549000	0.008000
ilimpeya	0.157000	0.000000
ilirnej	0.157000	0.000000
ilirska_bistrica	15.050000	0.010000
illapa	24.244000	0.019000
illecillewaet	0.212000	0.000000
illereichen	12.880000	0.000000
illescas	15.961000	0.016000
illichpur	184.483000	0.000000
illora	19.268000	0.008000
ilog	9.608000	0.005000
ilok	23.599000	0.010000
ilomantsi	1.020000	0.000000
ilorin	24.167000	0.016000
ilovlya	3.727000	0.000000
ilovna	5.440000	0.000000
ilucan	32.968000	0.000000
ilya	3.333000	0.000000
ilyino	5.651000	0.004000
ilyinsko_podomskoye	2.138000	0.015000
ilyinskoye_khovanskoye	10.142000	0.000000
ilza	15.224000	0.000000
imaapik	0.106000	0.000000
imadate	38.245000	0.010000
imakia	0.664000	0.000000
imangaq	0.210000	0.000000
imanka	2.081000	0.004000
imbaguarbak	34.496000	0.000000
imbangala	2.995000	0.000000
imbau	1.945000	0.000000
imbros	2.867000	0.010000
imilen	2.012000	0.004000
imizu	24.236000	0.005000
immenstadt	10.900000	0.000000
imola	27.126000	1.925000
impakwe	3.661000	0.011000
imphal	31.324000	0.055000
imsdalen	0.181000	0.002000
imsil	6.100000	0.009000
imst	21.241000	0.004000
in_amenas	1.417000	0.000000
in_gall	11.716000	0.000000
inagua	0.073000	0.000000
inaka	25.020000	0.005000
inalumaala	1.384000	0.000000
inapiremapu	16.427000	0.000000
inarigda	0.157000	0.000000
inbatskoye	0.570000	0.000000
incahuasi	20.021000	0.019000
incarraqay	41.348000	0.029000
incawasi	26.430000	0.000000
incheh_borun	9.629000	0.018000
inde	4.098000	0.000000
inderapura	0.914000	0.000000
indersdorf	16.183000	0.024000
indigiir	0.157000	0.000000
indore	110.808000	0.000000
indrapura	24.578000	0.007000
indrapura_khmer	43.252000	0.004000
inebolu	8.472000	0.005000
ineseno	3.200000	0.000000
ineu	19.072000	0.009000
inga	28.671000	0.000000
ingadi	0.450000	0.000000
ingapirca	21.063000	0.000000
ingapu	96.372000	0.069000
ingariko	17.707000	0.000000
ingatambo	74.770000	0.000000
ingedei	9.585000	0.005000
ingenika	0.212000	0.000000
ingnyeong	2.933000	0.004000
ingolstadt	23.004000	0.038000
ingombe_ilede	17.835000	0.000000
ingonish	0.106000	0.000000
ingul	3.336000	0.006000
inhambane	9.831000	0.022000
inhandui	3.467000	0.000000
iniesta	13.519000	0.008000
iningai	1.672000	0.000000
inishowen	1.520000	0.019000
initao	1.431000	0.000000
injangyang	3.598000	0.000000
inje	6.257000	0.004000
inju	48.873000	0.009000
inka_llaqta	26.703000	0.000000
innsbruck	24.261000	1.912000
innurmin	0.157000	0.000000
inonu	7.985000	0.072000
inotonniicaah	0.318000	0.000000
inowroclaw	21.938000	0.009000
inqua	0.041000	0.000000
insaombi	0.212000	0.000000
insar	8.666000	0.038000
insterburg	9.072000	0.005000
insuyu	6.106000	0.005000
intapushe	0.420000	0.000000
interlaken	12.548000	0.000000
inutsualak	0.106000	0.000000
inuviq	0.106000	0.000000
inverary	6.434000	0.072000
inverness	11.922000	0.000000
inverurie	2.176000	0.018000
iny_karaja	7.898000	0.000000
inyanga	10.614000	0.032000
inyanshashawatpa	0.420000	0.000000
inzia	23.563000	0.000000
ioannina	16.728000	1.616000
iowa	1.100000	0.015000
iparuka	0.880000	0.000000
ipatovo	1.840000	0.003000
ipholhhelhlhup	3.183000	0.000000
ipojuca	26.289000	0.000000
ipswich	43.668000	0.000000
ipueira	14.055000	0.000000
irafshan	4.356000	0.009000
irakinda	0.157000	0.000000
iranmranhre	7.031000	0.000000
irantxe	0.474000	0.000000
iraqw	17.798000	0.000000
irarutu	0.989000	0.000000
irawo	48.354000	0.016000
irbid	16.419000	0.014000
irbit	4.653000	0.000000
irece	10.871000	0.000000
irek	7.686000	0.000000
irelyakh	0.157000	0.000000
iresim	0.605000	0.000000
irgiz	3.457000	0.000000
iriirakiicuhat	0.280000	0.000000
irij	73.570000	0.004000
iriomote	6.992000	0.000000
irkineieva	0.157000	0.000000
irkutsk	0.489000	0.000000
irkutsk_kazachinskoye	1.677000	0.000000
